ID_Number,Date,AM_PM,Route_Number,Q1_1,Q1_2,Q1_3,Q1_4,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3Specified,Q4_1,Q4_2,Q4_3,Q4_4,Q4Specified,Q5Start,Q5End,Q6,Duration.of.Trip,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_5Specified,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11Specified,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_10Specified,Q13,Q14,Q15,Q16,Q16Specified,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q20,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q22,Q23,Q24,Q25,Q25Specified,Q26,Q26Specified,Q27,Q27Specified,Q27English,Q28,Q29,Q30,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q32_1,Q32_2,Q32_3,Q33
294,4/17/2013,am,94,NA,BUS Bus Service,NA,NA,Every weekday,Drive myself in my car,Walk,NA,NA,NA,NA,,Work,School,Medical Appointment,NA,,,,10,Less than 15 Minutes,Yes,NA,NA,NA,Leave car at Park & Ride,NA,,More than 20 minutes,Never,NA,NA,NA,BUS or Google’s online Trip Planner,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,U of L,Yes,No,No,Yes,,Extremely likely,4,4,4,4,4,Completely satisfied,Completely satisfied,3,4,3,3,3,Completely satisfied,Completely satisfied,Completely satisfied,Extremely important,4,2,Extremely important,3,3,NPY,Female,22,Caucasian,,In the United States,,No,,,2,1,"Less than $25,000",Yes,Yes,No,No,Yes,Yes,"Yes, use regularly",No,"Yes, but don't use regularly",No
295,4/17/2013,am,94,Express Route,NA,NA,NA,Every weekday,NA,Walk,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,7,Less than 15 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Never,NA,NA,Ask the driver,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,No,No,Unsure,,4,3,3,3,3,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,21,Caucasian,,In the United States,,No,,,7,2,NA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
296,4/17/2013,am,94,NA,NA,NA,NA,Every weekday,Drive myself in my car,NA,NA,NA,NA,NA,,NA,School,NA,NA,,,,5,Less than 15 Minutes,Yes,NA,NA,NA,Leave car at Park & Ride,NA,,0-5 minutes,Never,NA,Paper schedules,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,No,No,No,NA,Extremely likely,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,NA,3,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,VTN,Male,24,Caucasian,,In the United States,,Yes,NA,Very well,3,1,"More than $75,000",Yes,Yes,Yes,Yes,Yes,Yes,"Yes, use regularly","Yes, but don't use regularly","Yes, use regularly",No
297,4/17/2013,am,94,NA,BUS Bus Service,NA,NA,Every weekday,Drive myself in my car,NA,NA,NA,NA,NA,,NA,School,NA,NA,,,,5,Less than 15 Minutes,Yes,NA,NA,NA,Leave car at Park & Ride,NA,,15-20 minutes,Never,NA,Paper schedules,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Yes,,3,3,3,4,4,3,4,4,4,4,3,4,3,4,4,NA,4,4,4,4,4,4,LNM,Female,19,Caucasian,,In the United States,,No,,,3,1,"$35,000 to less than $50,000",Yes,Yes,Yes,Yes,Yes,Yes,"Yes, but don't use regularly","Yes, but don't use regularly","Yes, but don't use regularly",No
298,4/17/2013,am,94,NA,BUS Bus Service,NA,NA,Every weekday,Drive myself in my car,NA,NA,NA,NA,NA,,NA,School,NA,NA,,,,4,Less than 15 Minutes,Yes,NA,NA,NA,Leave car at Park & Ride,NA,,0-5 minutes,Rarely,Printable schedules online,NA,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,No,Not employed,Unsure,,Not at all likely,3,Completely satisfied,Completely satisfied,Completely satisfied,4,4,4,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,3,4,4,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,IYV,Male,19,Caucasian,,In the United States,,No,,,3,1,NA,Yes,Yes,No,Yes,Yes,Yes,"Yes, use regularly","Yes, but don't use regularly","Yes, use regularly",No
299,4/17/2013,am,94,NA,BUS Bus Service,NA,NA,Every weekday,Drive myself in my car,NA,NA,NA,NA,NA,,NA,School,NA,NA,,,,4,Less than 15 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Never,NA,Paper schedules,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,No,No,Yes,,Extremely likely,4,3,Completely satisfied,3,3,Completely satisfied,4,3,4,4,4,4,4,Completely satisfied,Completely satisfied,2,4,4,4,3,4,ACF,Male,20,Caucasian,,In the United States,,No,,,3,1,"Less than $25,000",Yes,Yes,No,Yes,Yes,Yes,"Yes, but don't use regularly",No,"Yes, use regularly",No
300,4/17/2013,am,94,NA,BUS Bus Service,NA,NA,Every weekday,Drive myself in my car,Walk,NA,NA,NA,NA,,NA,School,NA,NA,,,,10,Less than 15 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Never,NA,Paper schedules,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,No,No,No,UofL student,Not at all likely,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Extremely important,Extremely important,3,Extremely important,3,3,PGX,Female,19,Hispanic/Latino,,In the United States,,No,,,3,1,"More than $75,000",Yes,Yes,Yes,Yes,Yes,Yes,"Yes, but don't use regularly","Yes, use regularly","Yes, but don't use regularly",No
301,4/17/2013,am,94,NA,BUS Bus Service,NA,NA,Every weekday,Drive myself in my car,NA,NA,Get a ride in someone else's car,NA,NA,,NA,School,NA,NA,,,,40,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Sometimes,Printable schedules online,Paper schedules,Ask the driver,NA,NA,NA,NA,,NA,Fixed route with BUS3 ID,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,Not employed,Yes,,Extremely likely,4,4,4,4,3,Completely satisfied,4,NA,3,4,4,Completely satisfied,Completely satisfied,4,Completely satisfied,4,Extremely important,3,4,4,2,DYT,Female,19,Caucasian,,In the United States,,No,,,6,1,"Less than $25,000",Yes,Yes,Yes,Yes,Yes,Yes,"Yes, but don't use regularly",No,"Yes, use regularly",No
302,4/17/2013,am,94,Express Route,NA,NA,BUS3,Every weekday,Drive myself in my car,NA,NA,NA,NA,NA,,NA,School,NA,NA,,,,10,Less than 15 Minutes,Yes,NA,NA,NA,NA,Other,NA,10-15 minutes,Never,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Unsure,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,4/17/2013,am,94,NA,NA,NA,NA,"Several times a week, but not every day",Drive myself in my car,NA,NA,NA,NA,NA,,NA,School,NA,NA,,,,5,Less than 15 Minutes,Yes,NA,NA,NA,NA,Other,drive,5-10 minutes,Never,NA,NA,NA,NA,NA,NA,NA,,NA,Fixed route with BUS3 ID,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,No,No,NA,,NA,Completely satisfied,Completely satisfied,Completely satisfied,2,Not at all satisfied,4,Completely satisfied,NA,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,4,Not at all important,Not at all important,Not at all important,Not at all important,Not at all important,Not at all important,VYH,Female,18,Caucasian,,In the United States,,No,,,3,NA,"More than $75,000",Yes,Yes,Yes,Yes,Yes,Yes,"Yes, use regularly","Yes, use regularly","Yes, use regularly",No
304,4/17/2013,am,94,NA,BUS Bus Service,NA,NA,"Several times a month, but not every week",Drive myself in my car,NA,NA,NA,NA,NA,,NA,School,NA,NA,,,,5,Less than 15 Minutes,Yes,NA,NA,NA,Leave car at Park & Ride,NA,,More than 20 minutes,Never,NA,Paper schedules,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,U of L,Yes,No,No,No,my trip is free,Not at all likely,Completely satisfied,4,4,4,4,4,4,4,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,4,4,3,Extremely important,Extremely important,3,LNM,Female,22,Caucasian,,In the United States,,No,,,5,NA,"$50,000 to less than $75,000",Yes,Yes,Yes,Yes,Yes,Yes,"Yes, use regularly",No,"Yes, use regularly",No
305,4/17/2013,am,94,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,NA,NA,NA,,NA,School,NA,NA,,,,10,Less than 15 Minutes,Yes,NA,NA,NA,Leave car at Park & Ride,NA,,0-5 minutes,Never,NA,NA,NA,NA,NA,NA,Some other way,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Yes,,2,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Not at all satisfied,Not at all satisfied,2,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,3,4,Extremely important,Extremely important,4,Extremely important,BPM,Female,20,Caucasian,,In the United States,,No,,,2,1,"$50,000 to less than $75,000",Yes,Yes,No,Yes,Yes,Yes,"Yes, use regularly","Yes, use regularly","Yes, use regularly",No
306,4/17/2013,am,94,NA,BUS Bus Service,NA,NA,Every weekday,Drive myself in my car,NA,NA,NA,NA,NA,,NA,School,NA,NA,,,,5,Less than 15 Minutes,Yes,NA,NA,NA,Leave car at Park & Ride,NA,,More than 20 minutes,Never,NA,Paper schedules,Ask the driver,NA,NA,NA,NA,,NA,Fixed route with BUS3 ID,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,No,Not employed,No,I ride for free. Student,3,Completely satisfied,Completely satisfied,4,4,2,4,Completely satisfied,Completely satisfied,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,4/17/2013,am,94,NA,BUS Bus Service,NA,NA,Every weekday,Drive myself in my car,NA,NA,NA,NA,NA,,NA,School,NA,NA,,,,10,Less than 15 Minutes,Yes,NA,NA,NA,Leave car at Park & Ride,NA,,10-15 minutes,Never,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,U of L,No,No,No,No,NA,Not at all likely,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,4,4,4,4,4,4,CAY,Female,29,Caucasian,,In the United States,,No,,,3,NA,"$35,000 to less than $50,000",Yes,Yes,No,Yes,Yes,Yes,"Yes, use regularly","Yes, but don't use regularly","Yes, use regularly",No
308,4/17/2013,am,94,NA,NA,NA,NA,Every weekday,Drive myself in my car,NA,NA,NA,NA,NA,,NA,School,NA,NA,,,,4,Less than 15 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Rarely,NA,NA,NA,NA,NA,Ask another rider,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,In the United States,,Yes,NA,Very well,4,1,"$35,000 to less than $50,000",Yes,Yes,Yes,Yes,Yes,Yes,No,No,"Yes, use regularly",No
309,4/17/2013,am,94,NA,BUS Bus Service,NA,NA,"Several times a week, but not every day",Drive myself in my car,NA,NA,NA,NA,NA,,NA,School,NA,NA,,,,7,Less than 15 Minutes,Yes,NA,NA,NA,NA,Other,drive,5-10 minutes,Rarely,Printable schedules online,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,Monthly pass,NA,NA,NA,NA,NA,,Yes,No,No,No,NA,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,Female,23,Caucasian,,In the United States,,No,,,2,7,"Less than $25,000",No,No,No,No,No,No,"Yes, but don't use regularly","Yes, but don't use regularly","Yes, but don't use regularly",No
310,4/17/2013,am,94,Express Route,NA,NA,NA,"Several times a week, but not every day",Drive myself in my car,NA,NA,NA,NA,NA,,NA,School,NA,NA,,,,10,Less than 15 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Never,Printable schedules online,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,No,No,Yes,,Extremely likely,4,4,4,3,4,Completely satisfied,Completely satisfied,4,3,3,3,4,4,Completely satisfied,Completely satisfied,Extremely important,Extremely important,3,4,4,Extremely important,MCT,Male,21,Caucasian,,In the United States,,No,,,3,1,"$25,000 to less than $35,000",Yes,Yes,Yes,Yes,Yes,Yes,"Yes, use regularly",No,"Yes, use regularly",No
311,4/17/2013,am,94,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,NA,NA,NA,,NA,School,NA,Other,U of L bus,,,5,Less than 15 Minutes,Yes,NA,NA,NA,NA,Other,stadium,0-5 minutes,Never,NA,NA,NA,NA,NA,NA,Some other way,school supplies schedule,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,CVA,Male,23,Hispanic/Latino,,In the United States,,Yes,NA,NA,6,1,"More than $75,000",Yes,Yes,Yes,No,Yes,Yes,"Yes, use regularly",No,"Yes, but don't use regularly",No
312,4/17/2013,am,94,Express Route,NA,NA,NA,Every weekday,Drive myself in my car,NA,NA,NA,NA,NA,,NA,School,NA,NA,,,,10,Less than 15 Minutes,No,Walk,NA,NA,NA,NA,,0-5 minutes,Never,NA,NA,NA,NA,NA,Ask another rider,NA,,NA,NA,NA,NA,NA,NA,Transfer,NA,NA,NA,,Yes,No,No,No,NA,Not at all likely,Not at all satisfied,2,Not at all satisfied,Not at all satisfied,3,3,2,2,Not at all satisfied,2,Not at all satisfied,3,3,3,3,2,3,3,3,3,3,LKO,Male,21,Caucasian,,In the United States,,Yes,NA,NA,8 or more,8 or more,"Less than $25,000",Yes,Yes,Yes,Yes,Yes,Yes,"Yes, use regularly","Yes, use regularly","Yes, but don't use regularly",No
313,4/17/2013,am,94,Express Route,NA,NA,NA,Every weekday,Drive myself in my car,NA,NA,NA,NA,NA,,NA,School,NA,NA,,,,10,Less than 15 Minutes,Yes,NA,NA,NA,Leave car at Park & Ride,NA,,0-5 minutes,Never,NA,NA,NA,BUS or Google’s online Trip Planner,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Yes,,4,3,4,Completely satisfied,4,2,4,Completely satisfied,3,3,3,3,3,3,3,4,3,3,4,Extremely important,Not at all important,2,NKL,Male,18,Caucasian,,In the United States,,No,,,3,1,"$50,000 to less than $75,000",Yes,Yes,No,Yes,Yes,Yes,"Yes, but don't use regularly","Yes, but don't use regularly","Yes, but don't use regularly",No
314,4/17/2013,am,94,NA,BUS Bus Service,NA,NA,Every weekday,Drive myself in my car,NA,NA,NA,NA,NA,,NA,School,NA,NA,,,,10,Less than 15 Minutes,Yes,NA,NA,NA,Leave car at Park & Ride,NA,,15-20 minutes,Never,Printable schedules online,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,No,No,No,NA,Not at all likely,2,2,4,3,Not at all satisfied,4,3,4,4,4,4,NA,Not at all satisfied,4,3,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,MKF,Male,22,Caucasian,,In the United States,,No,,,NA,3,"$25,000 to less than $35,000",No,Yes,Yes,Yes,Yes,Yes,"Yes, use regularly","Yes, use regularly","Yes, use regularly",No
315,4/17/2013,am,94,NA,NA,NA,NA,Every weekday,Drive myself in my car,NA,NA,NA,NA,NA,,NA,School,NA,NA,,,,10,Less than 15 Minutes,NA,Walk,NA,NA,NA,NA,,0-5 minutes,Never,Printable schedules online,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,No,No,Yes,,3,4,4,4,3,4,3,3,3,3,3,3,4,4,3,4,4,Extremely important,3,3,3,Extremely important,VTN,Female,21,Asian,,Outside the United States,India,Yes,Hindi,Very well,4,1,"$35,000 to less than $50,000",Yes,Yes,Yes,Yes,Yes,Yes,"Yes, use regularly","Yes, but don't use regularly","Yes, use regularly",No
316,4/17/2013,am,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,4/16/2013,pm,94,NA,BUS Bus Service,NA,NA,Every weekday,Drive myself in my car,NA,NA,NA,NA,NA,,NA,School,NA,NA,,,,10,Less than 15 Minutes,Yes,NA,NA,NA,Leave car at Park & Ride,NA,,More than 20 minutes,Never,NA,NA,NA,NA,NA,NA,Some other way,school info,NA,NA,NA,NA,NA,NA,NA,NA,10 ride special tickets,NA,,Yes,No,No,No,NA,Not at all likely,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,Not at all important,Extremely important,4,4,4,4,VYH,Male,42,Caucasian,,In the United States,,No,,,4,1,"$50,000 to less than $75,000",Yes,Yes,Yes,Yes,Yes,Yes,"Yes, use regularly",No,"Yes, use regularly",No
318,4/16/2013,pm,94,NA,BUS Bus Service,NA,NA,Every weekday,Drive myself in my car,NA,NA,NA,NA,NA,,NA,School,NA,NA,,,,10,Less than 15 Minutes,Yes,NA,NA,NA,Leave car at Park & Ride,NA,,0-5 minutes,Never,Printable schedules online,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,Monthly pass,NA,NA,NA,NA,NA,,No,No,No,No,NA,Not at all likely,3,3,3,4,3,3,3,3,Completely satisfied,4,3,4,4,4,4,2,Extremely important,3,4,4,Extremely important,IYV,Female,19,African American,,In the United States,,No,,,1,2,"$35,000 to less than $50,000",Yes,Yes,Yes,Yes,Yes,Yes,"Yes, but don't use regularly","Yes, but don't use regularly","Yes, use regularly",No
319,4/16/2013,pm,94,NA,NA,NA,NA,"Several times a week, but not every day",Drive myself in my car,NA,NA,NA,NA,NA,,NA,School,NA,NA,,,,7.5,Less than 15 Minutes,Yes,NA,NA,NA,Leave car at Park & Ride,NA,,5-10 minutes,Never,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,10 ride special tickets,NA,,Yes,No,No,No,NA,Extremely likely,4,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,4,3,4,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,3,4,3,3,3,4,OFS,Male,21,Caucasian,,In the United States,,Yes,NA,NA,1,NA,"$25,000 to less than $35,000",Yes,Yes,Yes,Yes,Yes,Yes,"Yes, use regularly","Yes, but don't use regularly","Yes, use regularly",No
320,4/16/2013,pm,94,NA,NA,NA,NA,Every weekday,Drive myself in my car,NA,NA,NA,NA,NA,,NA,School,NA,NA,,,,5,Less than 15 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Never,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,Not employed,No,NA,Not at all likely,3,4,4,4,3,3,4,3,Completely satisfied,Completely satisfied,4,4,4,4,4,Not at all important,3,Not at all important,Not at all important,Not at all important,Extremely important,CWM,Male,23,Caucasian,,Outside the United States,NA,Yes,Russian,NA,2,NA,"$25,000 to less than $35,000",Yes,Yes,Yes,Yes,Yes,Yes,"Yes, use regularly",No,"Yes, use regularly",No
321,4/16/2013,pm,94,NA,BUS Bus Service,NA,NA,"Several times a week, but not every day",Drive myself in my car,NA,NA,NA,NA,NA,,NA,School,NA,NA,,,,5,Less than 15 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Never,Printable schedules online,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Express cash fare,NA,NA,NA,NA,NA,NA,,Yes,No,No,Yes,,3,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,GPU,Female,28,Caucasian,,In the United States,,No,,,2,1,"Less than $25,000",Yes,Yes,Yes,Yes,Yes,Yes,"Yes, use regularly","Yes, but don't use regularly","Yes, but don't use regularly",No
322,4/16/2013,pm,94,NA,BUS Bus Service,Trolley,NA,"Several times a week, but not every day",Drive myself in my car,NA,NA,NA,NA,NA,,NA,School,NA,NA,,,,5,Less than 15 Minutes,Yes,NA,NA,NA,Leave car at Park & Ride,NA,,5-10 minutes,Rarely,Printable schedules online,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,Yes,Yes,Unsure,,NA,2,2,3,Not at all satisfied,Completely satisfied,3,Completely satisfied,4,3,Completely satisfied,Not at all satisfied,2,Completely satisfied,2,3,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,NKL,Female,28,Caucasian,,In the United States,,No,,,4,1,"$50,000 to less than $75,000",Yes,Yes,Yes,Yes,Yes,Yes,"Yes, use regularly",No,No,No
323,4/16/2013,pm,94,NA,BUS Bus Service,NA,NA,Every weekday,Drive myself in my car,Walk,NA,Get a ride in someone else's car,NA,NA,,NA,School,NA,NA,,,,10,Less than 15 Minutes,Yes,NA,NA,NA,NA,Other,ride car to parking lot,15-20 minutes,Never,Printable schedules online,NA,NA,NA,NA,NA,Some other way,UofL website,NA,Fixed route with BUS3 ID,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,No,No,Yes,,Extremely likely,Completely satisfied,4,Completely satisfied,4,2,4,4,4,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Extremely important,Extremely important,Extremely important,Extremely important,4,2,PGX,Female,20,Caucasian,,In the United States,,No,,,3,1,"$50,000 to less than $75,000",Yes,Yes,Yes,Yes,Yes,Yes,"Yes, use regularly","Yes, use regularly","Yes, use regularly",No
324,4/16/2013,pm,94,Express Route,NA,NA,NA,Every weekday,NA,NA,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,15,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Sometimes,Printable schedules online,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,10 ride tickets,NA,NA,,No,No,No,Unsure,,4,2,2,2,Not at all satisfied,Not at all satisfied,NA,3,Not at all satisfied,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,4/16/2013,pm,94,NA,BUS Bus Service,NA,NA,"Several times a week, but not every day",Drive myself in my car,NA,NA,NA,NA,NA,,NA,School,NA,NA,,,,10,Less than 15 Minutes,Yes,NA,NA,NA,Leave car at Park & Ride,NA,,0-5 minutes,Never,Printable schedules online,NA,NA,NA,NA,NA,NA,,NA,Fixed route with BUS3 ID,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Yes,,2,Completely satisfied,4,Completely satisfied,Completely satisfied,4,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,4,Completely satisfied,4,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,IYV,Female,20,Caucasian,,In the United States,,No,,,3,NA,"$25,000 to less than $35,000",Yes,No,No,Yes,Yes,Yes,"Yes, use regularly","Yes, use regularly","Yes, use regularly",No
326,4/16/2013,pm,94,NA,BUS Bus Service,NA,NA,"Several times a week, but not every day",Drive myself in my car,NA,NA,NA,NA,NA,,NA,School,NA,NA,,,,10,Less than 15 Minutes,Yes,NA,NA,NA,NA,Other,Cardinal Stadium,0-5 minutes,Never,Printable schedules online,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,U of L,No,No,No,No,NA,Not at all likely,4,4,4,4,3,4,Completely satisfied,NA,Completely satisfied,Completely satisfied,Completely satisfied,4,4,Completely satisfied,4,Extremely important,Extremely important,Extremely important,Extremely important,4,Not at all important,LKO,Male,29,Caucasian,,In the United States,,No,,,2,1,"$25,000 to less than $35,000",Yes,Yes,Yes,Yes,Yes,Yes,"Yes, but don't use regularly","Yes, but don't use regularly","Yes, use regularly",Yes
327,4/16/2013,pm,94,NA,BUS Bus Service,Trolley,NA,Every day,NA,Walk,Taxi,NA,NA,NA,,NA,School,NA,NA,,,,20,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Never,Printable schedules online,Paper schedules,Ask the driver,NA,Call customer service,NA,NA,,NA,NA,NA,NA,Monthly pass,NA,NA,NA,NA,Other,U of L,No,No,No,No,Use UofL Student ID card,Not at all likely,3,3,4,4,Completely satisfied,Completely satisfied,4,Completely satisfied,Completely satisfied,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
